doc_id,total_word_count,filtered_text
NYT19980403.0458,760,detroit auto sale fall 17 percent month strong result rebate fuel sale drive general motor corp helped offset weak sale auto maker gm say friday sale rise 37 percent march compare 1997 period helping pull result industry ford motor co say friday sale fall 26 percent gm sale marketing executive signal change management view offer rebate incentive customer love investor dread company watch market share dwindle try avoid offer costly discount acknowledge need stabilize share car truck market general motor nt understand believe market share important s way go manage business go forward say ronald l zarrella gm vice president charge sale service marketing absence fairly crippling strike labor action unlikely share 30 percent period time zarrella insist gm pay expensive rebate incentive cut cost turn low expect profit go competitive go forward think cut cost profitability objective market share objective zarrella say wall street untrouble reversal shift wendy beale needham auto analyst donaldson lufkin amp jenrette say acknowledge reality marketplace incentive nt sell incentive say gm able offer discount unduly crimp profit cut cost fast need increase incentive companys strategy change come dismal showing february sale weak gms market share skid 287 percent 30 percent level consider important psychological barrier month gm fight onslaught rebate discount loan lease step television advertising work march sale rise 37 percent compare period year early car sale fall 19 percent sale sport utility vehicle minivan pickup truck rise 110 percent company market share jump 33 percent 313 percent share year far well february dismal showing auto industry seasonally adjust annual rate sale reach healthy 151 million march robust 155 million annual rate period year early slightly well 15 million annual rate february wall street march result reassure despite 17 percent sale drop industrywide decline year ago number high david bradley auto analyst jp morgan security inc say ve fall normal selling rate robust healthy rate ford say 26 percent sale decline result forgone sale car truck company discontinue unprofitable ford car sale fall 59 percent company sale sport utility vehicle minivan pickup truck edge tenth 1 percent ford announce friday extend exist incentive 1998 model july 2 leftover 1997 model june 2 ford executive optimistic industrys outlook industry pace record fifth consecutive year sale 15 155 million range robert l rewey ford group vice president marketing sale service say ford jaguar unit say sale rise 199 percent auto maker report monthly result thursday show sale gain daiml benz ag mercede sale jump 691 percent help strong sale new sport utility vehicle volkswagen ag sale jump 437 percent march new beetle reach showroom suzuki motor corp sale rise 726 percent volvo sale rise 286 percent volkswagen audi ags sale rise 171 percent bmw sale rise 57 percent fare bad porsche ag sale drop 6 percent isuzu motor ltd sale fall 15 percent chrysler corp say wednesday sale fall 18 percent
NYT19980403.0459,561,michael w mccarthy chairman merrill lynch amp co helped expand brokerage firm global enterprise die april 1 home indian well calif mccarthy 94 serve time governor new york american stock exchange work way bookkeeper oakland calif grocery business merrill lynchs president 1959 chairman company year later preside big american brokerage firm period rapid domestic foreign expansion merrill example set office tokyo 1961 american security firm 1959 1964 firm open 21 new office united state create network 159 office country addition mccarthy play important open wall street firm public ownership merrill convert partnership public company 1959 sincerely believe public ownership increase stabilize capital position member firm mccarthy say time big wall street firm goldman sach amp co convert private partnership public ownership governor new york stock exchange 1960 1963 mccarthy press big board nation stockholder great voice exchange affair august 1963 urge away onus private club david komansky merrill current chairman chief executive say statement thursday mccarthy visionary leader oversee expansion abroad add 1961 long fashionable plant merrill lynch flag japan continue bear fruit 37 year later mccarthy bear belle plaine minn young child graduate high school beach nd 1924 go california find 100 month job mutual store grocery chain oakland year later safeway store acquire mutual transaction finance merrill lynch charle merrill brokerage firm founder get know mccarthy result transaction impress bookkeeping skill 1940 mr merrill invite mccarthy join merrill lynch help organize office term brokerage firm apply administration system need support stock bond trading mccarthy successfully partner firm 1944 manage partner 1957 key architect merrill lynchs conversion public ownership year later mccarthy company president 1959 succeed winthrop smith chairman april 1961 retire chairman 1966 chairman firm executive committee 1968 settle indian well retirement active civic affair found trustee eisenhower medical center mccarthy governor american stock exchange 1950 1956 governor association stock exchange firm 1955 1961 survive son patrick m mccarthy indian well grandson granddaughter great grandson mccarthy wife margaret grundy mccarthy die 1997
NYT19980403.0460,888,washington president clinton warn unusually explicit term friday japan change course hope pull economy long run decline worsen markedly recent week comment evidence mount japan languish recession head bad downturn end world war ii yen fall half year low dollar clinton issue warning japan response question news conference clearly ready send strong message say simply nt stay strategy clearly appropriate time expect result need country month official increasingly specific believe japan advocate huge tax cut old fashioned deficit spending spur economy expert shrink 2 percent year president careful praise japan embattle prime minister ryutaro hashimoto able man say clearly ongoing struggle entrenched bureaucracy comment step recent public pressure treasury secretary robert rubin leader world big economic power say repeatedly japan economic decline inability absorb import neighboring country threaten undermine asias fragile recovery official specific concern risk collapse major japanese bank security dealer imperil wall street dow jone industrial average cross 9000 time hardly foregone conclusion company report export asia drop drastically collapse japan start new round economic contagion reach crisis southeast asia south korea administration official clear clinton comment friday carefully plan s build long time senior official say look economic actor world second large economy decision affect globe grow sense task understand gravity situation japan rest world simply loss confidence thursday chairman sony corp norio ohga man give alarmist statement warn japan economy verge collapse compare prime minister hashimoto president hoover eve 1929 stock market collapse united state look hoover say start great depression hashimoto say moment similar ohga warn story end optional material follow sharp reaction japan stock currency market drive different event end japanese fiscal year tuesday day deadline japanese government invest heavily countrys stock market try boost price stock hold japan bank burden hundred billion dollar bad debt goal year end balance sheet appear far sounder bank meet international requirement lend world stock price rise far japanese official hope soon deadline pass price drop steeply second alarm come moodys investor service world lead financial rating agency issue unusual warning japan friday moodys drop japanese government triple rating high grant country alter outlook negative virtually fear japan default government debt country hundred billion dollar reserve warning investor fear rise bankruptcy extremely skittish united state warn japan far strong economic action 18 month year ago hashimoto visit white house detailed economic presentation clinton vice president al gore economic official argue 3 percent tax increase japan impose send economy tailspin wrong november hashimoto admit tax increase press bureaucrat japan finance ministry major mistake move repeal tax far economic program announce spur economy murky mixture new previously announce one japan ambassador washington kunihiko saito say friday problem mount pressure clinton japanese realize old system work past nt work anymore say friday reform change system add public statement counterproductive ask official careful public statement
NYT19980403.0465,274,new york treasury security rally sharply friday news surprising drop employment month job report likely convert asian slowdown disbeliever ardent supporter view ignite fresh hope central bank likely think raise rate time soon say anthony chan managing director chief economist banc investment advisor corp columbus ohio chan say fed policy maker likely open debate consider lower short term rate price 30 year bond rise 2332 104 2332 bond yield move opposite direction price drop 579 percent 584 percent thursday low 579 percent feb 17 jack ablin president barnett capital advisor inc jacksonville fla say market concern head second quarter asian crisis wage pressure issue market need grapple asian crisis go help offset wage inflation pressure face say date asia situation employment number today go long way alleviate concern market issue trading friday ahead week 8 billion auction 30 year inflation index bond wednesday bond offer price yield 364 percent 3 basis point previous day basis point hundredth percentage point
NYT19980403.0468,1043,price utah price river bare twisted limb dry cottonwood grown man shudder scary ominous rev france davi pastor salt lake citys large black church say visit old tree site historian lynching black man american west saturday 30th anniversary assassination rev dr martin luther king jr davis religious leader white gather cemetery dedicate gravestone gray georgia granite inscribe robert marshall lynch june 18 1925 victim intolerance god forgive eve gathering organizer ceremony reconciliation forgiveness close knit coal mining town utah desert canyonland tear apart memory occasion intend evoke man come store rope father ask s go recall c matthew gilmour 88 white native price plan ceremony home salt lake city man say ve catch ve get necktie party phrase stick mind year necktie party racism shoot martin luther king memphis prejudice string marshall price gilmour retired lawyer say white mob lynch itinerant black miner suspect murder coal company guard say kevin ashby publisher local newspaper sun advocate call reconciliation day slap face community say organizer try martyr murderer tuesday ashby like critic deny lynching publish long editorial denounce reconciliation day import hodgepodge correct political thinking rewrite history victim culture wednesday say call start come yesterday get 50 call caller support editorial thursday afternoon caller sit living room blind draw vase rose 80th birthday sit forget shelf near tear ask identify resurrect thing ask woman recall visit jail father town marshal 11 man briefly hold lynching attack second generation result controversy bring plan gathering say nt shop nt beauty shop people ask gilmour say president clinton national dialogue race inspire organizer plan ceremony resting place lynching victim 73 year lain unmarked grave reconciliation day organize largely outsider salt lake city price retreat isolate geography carbon county 20000 resident long feel alienate salt lake city 120 mile northwest unionized industrial democratic religious ethnic mix county anomaly state overwhelmingly anti union republican mormon carbon county get black mark object j eldon dorman 88 year old retired doctor echo sentiment hear town racist thing marshall italian greek get thing event period suggest contrary instance mining strike year lynching marshall worker shoot kill coal company guard greek immigrant miner arrest try convict sentence 20 year prison life strong community church labor support apply brake inclination vigilantism contrast marshall hang amid bitter later strike 100 black entire county family nearby church support ceremonys critic point marshall criminal record account historian shoot guard time guilty irrelevant say larry gerlach university utah history professor write blaze crosse zion ku klux klan utah utah state university press 1982 justice subvert story end optional material follow summer ku klux klan start organize make target italian greek immigrant klan blame 1922 strike coal price slump spring 1925 coal company try slash miner wage bring second strike mean mood boil shooting company guard capture lynching marshall 1000 people gather hang picnic lunch see neighbor friend folk prominent church social circle price sun report day witness j bracken lee local insurance agent later price mayor utah governor d rope hang 20 people tell interviewer 1977 authority detain 11 man klansmen employee strike concern utah fuel co inquiry grand jury hear 124 witness jail man fete townspeople ice cream home cook meal identify member mob 11 suspect free gerlach recall interview conduct half century lynching number people tell yeah lie grand jury response gerlach say nt go member community
NYT19980403.0470,797,bonn germany switzerland central bank serve notice friday unusual bluntness fight plan class action lawsuit united state accuse bank accept looted asset germany nazi era bank call swiss national bank dispute american court jurisdiction suit allege bank collaborate nazi germany know receipt looted asset include gold bond security say michael hausfeld washington lawyer represent holocaust victim heir say telephone interview friday suit prepare file specify restitution say despite tough stand take swiss national bank preparation suit continue decide united state file statement swiss national bank declare resolve oppose action basis law legal mean disposal particularly contest competence court case statement add court settlement enter consideration statement come day switzerland big private bank agree negotiate term global settlement halt separate class action suit bring holocaust survivor central bank name suit seek 20 billion restitution asset steal nazi stash switzerland world war ii werner abegg swiss national bank spokesman zurich say statement friday issue clear threat class action suit national bank public body court settlement independent inquiry swiss historian find swiss national bank buy 389 million worth gold wartime price nazi germany 61 million purchase private swiss bank present price figure multiply roughly ninefold swiss national bank estimate purchase nazi gold 280 million wartime exchange rate acknowledge large buyer gold german reichsbank agreement united state western power reach 1946 swiss authority agree pay 58 million gold sell nazi germany include bullion loot central bank occupy europe gold steal jew individual know victim gold swiss institution mount pressure repay far national bank commercial bank acknowledge hold world jewish congress estimate gold purchase switzerland war steal individual include jew dispatch nazi death camp worth 1 billion today say elan steinberg organization executive director new york statement friday swiss national bank seek close discussion transaction say wartime gold transaction subject bind agreement international law swiss national bank swiss government resist suggestion washington agreement reopen statement point step take switzerland year pressure increase american jewish organization politician clinton administration settle dispute holocaust survivor period swiss private bank central bank industry set 180 million fund needy holocaust survivor inquiry lead paul volcker chairman federal reserve look money leave swiss bank holocaust victim survivor swiss authority establish commission historian investigate overall relationship switzerland nazi germany pende lawsuit increase pressure swiss national bank join settlement negotiate big private bank credit suisse union bank switzerland swiss bank corp class action lawyer world jewish congress israel singer secretary general world jewish congress say friday dispute end player switzerland thing include swiss national bank go realize go come conclude process say build structure stadium field dream go step plate
NYT19980403.0473,965,month overdrive great american job engine suddenly idle march time year economy add new job labor department report friday payroll edge 36000 job unemployment rate 24 year low edge 47 percent 46 percent labor department report february job gain revise downward economist expect job growth moderate different job market picture convey friday report catch surprise department warn report somewhat suspect month dip job january 1996 snowstorm shut business northeast reflect abnormal weather pattern month real change labor market unseasonable cold survey period month follow unusually warm temperature january february skew seasonal adjustment labor department make raw job survey figure katherine abraham commissioner bureau labor statistic say s lot report discount job report nonetheless warm heart investor welcome sign labor market cool particularly trade bond economy add job pace 300000 month fan fear employer run worker lead declare federal reserve raise interest rate brake growth possibility remote stock bond price respond accordingly stock finish high friday rally bond push yield benchmark 30 year treasury 579 percent low feb 17 reason fed well absolutely say david wyss chief economist standard amp poor dri hand believe job market shrink abruptly labor department datum suggest worry say bruce steinberg chief economist merrill lynch el nino unseasonably warm temperature january february exaggerate job market strength winter unseasonable cold march probably exaggerate weakness report large number construction worker normally lay november february period dr abraham say recent winter few worker normal lay construction job fill early spring hiring fall short usual pace job growth average 205000 month past quarter strong 356000 rate quarter 1997 robust measure probably grow trend say president clinton chief economist janet l yellen like private forecaster say council economic adviser expect job growth moderate year end year look number hundred say ve get little spoil pace 125000 new job month unemployment rate labor department report march seasonal adjustment 88000 job lose construction 43000 restaurant business tell different story mitchell fromstein head manpower inc large temporary help service confirm demand people high level say nt sense downturn business similarly home building office construction boom ve report builder big problem find qualified labor say michael carliner national association home builder inclination s decline employment mcdonald recently announce invest labor saving technology pepsico spin restaurant chain help want sign evidence drive franchise location country national federation independent business issue monthly survey friday report 1 problem face small business find qualified worker percent respondent near record say job opening fill labor department report strong job gain computer data processing engineering management service financial service benefit boom home buying stock investing manufacturing hiring remain surprisingly strong suggest financial crisis asia impact feel manufacture employment vulnerable weakness asian market intense competition low price asian import actually rise 3000 month total hour work decline seven tenth 1 percent february quarter hour 49 percent quarter level suggest economic growth quarter fairly solid fall quarter hour grow 46 percent gross domestic product rise 37 percent despite rise unemployment classic sign tightness labor market long term unemployment define joblessness work 27 week long low economic expansion turn upward 1991 average duration unemployment decline 68 week 72 hourly earning rise 4 cent month 1263 previous month increase originally report 8 cent revise 6 cent wage nt accelerate fast fear wyss say
NYT19980403.0475,1070,inception concept national museum american indian plan mall washington mean design apart american indian elder call vision session guide architect chief designer douglas cardinal blackfoot ancestry soon begin fashion dramatic swooping building rough hewn limestone mean resemble cliff carve away window align winter summer solstice sun ray shoot like beam illuminate sacred object center plan circular gathering spot potomac storyteller dancer museum sit capitol symbol forgiveness healing say call drastic action smithsonian institution terminate contract cardinal prominent 64 year old canadian collaborator gbqc architect philadelphia add complication life 110 million project termination report week washington post come protract period wrangling architect consider warrior museum delay contractual disagreement year say run resource extra hour put cardinal decide stand withhold architectural drawing effect hold project hostage failure deliver working technical drawing procedural delay firm major reason dismissal smithsonian official say step ve take great reluctance say david umansky spokesman smithsonian institution plan break ground 250000 square foot project fall mr cardinal live contract come difficult decision building go open year 2002 obligation produce museum money smithsonian add rely congressional appropriation congress look carefully money spend museum say plan build cardinal design pass hurdle approval federal commission fine art national capital planning commission successor name obviously painful say museum director j richard west cheyenne absolute intention build douglas design credit continued native involvement dismissal anger american indian elder take vision session lloyd kiva new president emeritus institute american indian art santa fe nm plan building draw genius native american artist take trouble confer indian step way say fantastic design produce native american ethical right man design s indian chinese like let finish painting nt recognize importance allow carry forth design place proudly story end optional material follow cardinal gbqc plan appeal decision april 27 meantime museum hire architectural team jam stewart polshek partner new york tobey davis reston va conduct peer review project umansky say polshek currently renovate cooper hewitt museum new york smithsonian cultural resource center indian museum maryland speculation polshek project deny say assist federal government difficult situation think building complete way douglas cardinal cardinal build sweat lodge 12 mile washington monument move washington work design know canada infuse building native experience metis french term mixed ancestry mother french german mohawk father blackfoot french ojibwa well know building canadian museum civilization hull quebec copper dome masklike structure river ottawa indian museum major commission current dispute unfold year cardinal ask smithsonian additional reimbursement work hour allot contract indicate provision say museum advance 150000 end year say 300000 hole point say elder advise hold drawing problem resolve gift anonymous donor say continue work dismiss want project track cardinal stranger controversy early 1980 headline canada suggest compromise design museum canadian civilization bulldoze park open great fanfare canadian architectural historian trevor boddy write unusual cast cardinal design generally situate remote place couple cultivate outsider persona tend architectural list douglas cardinal survivor boddy say telephone interview tend routinely underestimate single project s crisis like s complex person cardinal wo nt try long view elder guide say architect rely heavily state art computer technology execute voluptuous form want sure building honor strong expression voice s way building power
NYT19980403.0476,996,little rock ark official position eat place steakhouse wall boasting note sign bill thank owner firm campaign support tender porterhouse immense joy relief dismissal paula jone case courthouse right near unofficial position state peter skrivanos contemplate month table crowd tipper east coast medium expense account go lexus moan remind waiter official position quickly add joke mazda fine car minute later waiter calculate 1000 restaurant manager add plan emergency shipment cabernet expect extra 10000 week mid end june little rock destine popular hampton august lot time resident news consortium make plan scale major party convention nearly 100 member plan send 700 journalist include 115 nbc city little rock 175000 population boon lose ability civic booster inflate barry travis executive director little rock convention visitor bureau estimate 50000 day hardly cover hotel bill let steak cabernet friday little rock business people decide escape onslaught helped compensate loss revenue feud break intense incubation apply hotel speed hatching count chicken news organization complain hotel want ten thousand dollar non refundable fee deposit cover minimum stay requirement 45 day begin 27 trial date hotel respond especially give chance case nt reach trial need deposit reservation turn away wholesale alteration news organization demand linda ward general manager legacy hotel whoop see news dismissal later stalk hotel lobby address distant journalist arrive away say wave arm swat cloud gnat television network seize legacy directly courthouse door perfect vantage point camera squawk loudly publicly room face courthouse normally go 95 ms ward propose charge 15000 plus 250 day reflect supply demand say expense cover network plan remake room stack broadcast booth installation panoramic fourth inch temper glass window set 7 degree slant reduce glare require crane talk news organization break month ms ward say thousand dollar receive non refundable deposit wo nt compensate business include promise keeper conventioneer lose d hit harassment day say arkansa excelsior hotel receive publicity windfall sort network display soar brick glass facade mention scene president allege unwelcome advance mrs jones indoor adventure tourism limit tasteful plaque mark exact room think know answer say hotel executive friday kathy grayfindley sale manager aide hit phone tell frustrated caller recent month city large hotel suddenly welcome ms grayfindley refuse confirm excelsior exact large deposit loss business extend far state border legacys new window order florida city plan rent truckload crowd barrier new orlean normally wilder contain throng outside courthouse bemoan loss future revenue time money invest week 30 member little rock medium consortium assisting technician meet refine plan remake city liking plan turn street parking lot courthouse presspass stadium fence interview bullpen tiere riser camera crew photographer office building media center 1000 new phone line deadline ready fast food franchise meeting break come news judge decision protest groan office mrs jone lawyer nt louder absolute disappointment say william headline consortium director rev want end headline cnn washington bureau chief snatch day retirement serve media organizer avuncular apprehensive local authority friday busy close cramp office local television station confer court file compile big plan handle medium horde mrs jone intend appeal year leave current administration s case know come woodwork headline say city altogether comfortable turn tawdry accusation governor incumbent president tourism magnet economic development tool feel relief happen say travi convention visitor bureau go spend dollar little rock good place
NYT19980403.0479,757,washington paula jones decide appeal ruling throw lawsuit president clinton case generally conservative circuit court st louis record cut way case 8th circuit court appeal legal expert consistently unhelpful clinton generally hostile complaint sexual discrimination workplace like bring mrs jones mrs jone lawyer say friday decision appeal case rest solely probably week appeal 30 day wednesday day judge susan webber wright dismiss sexual misconduct case ms wright reject claim stem mrs jones say 1991 encounter clinton little rock ark hotel suite judge say mrs jones assertion clinton crude sexual advance suite true evidence constitute sexual harassment lynne bernabei lawyer base washington specialize sexual harassment case say believe ms wright leave little room appeal add unlikely ruling overturn fact judge give paula jones leeway discovery proceeding prove case hard overturn ms bernabei say legal expert say 8th circuit judge create strong record favor defendant employment discrimination case clinton role case give circuit try cut ease people bring suit easy case affirm say roger goldman law professor st louis university look political thing cut direction judge recuse matter appoint bush reagan extent politic make difference cut direction goldman refer fact 10 active judge appeal court appoint democratic president know participate case involve clinton similar view goldman offer leland ware law school study appeal court handling summary judgment 8th circuit pretty rigorous affirm summary judgment ruling employment discrimination case ware say interview defendant friendly circuit kind case say lawyer practice 8th circuit believe judge favorably disposed clinton s make interesting say case clinton lose 8th circuit judge panel overrule ms wright january 1996 2 1 ruling panel say jones lawsuit delay end clinton tenure president order case forward decision uphold unanimous supreme court april 1997 panel vote 2 1 white house say note take government lawyer conversation hillary rodham clinton withhold kenneth starr whitewater independent counsel case march 1996 unanimous judge panel rule favor starrs expand investigation take unusual step remove low court judge case speak admiration mrs clinton spend night guest clinton white house judge pasco bowman ii appoint president ronald reagan member panel chief judge panel overrule ms wright 1996 panel inherit appeal mrs jones court official say reason panel hear jones case clerk oblige choose new judge panel lottery event appeal court hear argument case fall early court official say friday
NYT19980403.0480,499,minneapolis smile joyous performance bear caution display nagano olympic michelle kwan decisively win women short program friday world figure skate championship inelegant afternoon 30 skater deliver clean program kwan receive perfect mark 6 artistry canadian judge inexplicably judge place kwan second place clearly belong anna rechnio poland laetitia hubert france skate rachmaninoff piano trio concerto kwan show deliberateness cost gold medal winter game nagano japan february elegant confident fast friday exquisite position flow triple lutz double toe combination graceful extended spiral draw customary applause audience target center wobble slightly land double axel kwan self assure good tara lipinski olympic gold medalist absent having withdraw sickness fatigue lipinski defeat kwan short program season unlikely prevail friday know world championship home country mean lot say kwan 17 live lake arrowhead calif step ice see american flag banner want audience joy freedom ice saturday long program worth third scoring kwan heavy favorite win second world title main challenger unlikely rechnio hubert finish 19th 20th respectively olympic rechnio 20 qualify previous world championship good career finish 14th train season marlboro mass season return warsaw change coach got injure miss european championship healthy land spectacular jump friday vault second place hubert 23 skater 1992 winter game native france fall half dozen time long program nickname human zamboni nagano game deflated poor jumping appear verge stop middle long program defeat lipinski trophy lalique paris november friday hubert skater land triple triple combination julianna beke hungarian judge place ahead kwan kwan problem come draw saturday long program draw final group skater winter olympic home work kwan say laugh
NYT19980403.0483,785,washington investigator office independent counsel kenneth starr question monica lewinskys mother friday outside forebode confine grand jury room accord lawyer close starrs inquiry renew questioning ms lewinskys mother marcia lewis appear reflect starr pledge press investigation president clinton sexual relationship ms lewinsky white house intern encourage lie accusation president repeatedly deny time starr decision question ms lewis away grand jury reflect prosecutor desire avoid repeat public relation disaster february unnerved go grand jury leave state near collapse generate wide sympathy daughter starr office return telephone seek comment questioning ms lewis renew criticism investigative tactic include subpoena bookstore record determine lewinsky give book gift president william ginsburg ms lewinskys lawyer decline comment friday late questioning ms lewis determine ask ms lewis concession prosecutor return spare ordeal go grand jury friday president savor victory day early dismissal paula jone sexual misconduct suit ask white house lawn reaction report starr change strategy accord news amp world report people starrs office want grand jury indict ms lewinsky president unindicted co conspirator way finding clinton public airing courtroom need address unanswered constitutional issue sit president indict aide starr favor turn evidence congress accord magazine report suppose debate starrs office internet aide say feel leave president fate congress assume sufficient evidence charge good course political observer doubt congress impeach clinton election year especially enjoy high rating poll ask news conference friday article clinton decline comment starr mount criticism federal judge little rock ark throw suit mrs jone arkansa state employee contend governor clinton lewd proposal hotel room 1991 accusation clinton deny starr say investigation regardless dismissal suit separate matter difficult tell separate starr inquiry begin investigation financial dealing clinton wife hillary rodham clinton year ago arkansa delve recent month clinton sexual behavior people involve jones suit episode starr study occasionally overlap starr attempt learn ms lewinskys book buying subject hearing washington friday district judge norma holloway johnson starr subpoena record kramerbook afterword independent store washington dupont circle neighborhood record barne amp noble review ms lewinskys book purchase past half year roughly time say tell friend include tape phone call relationship clinton friday hearing deal kramerbook subpoena see lawyer ms lewinsky kramerbook stand unity s charge ms lewinskys lawyer nathaniel speight say assert client right privacy protect court ability read exactly found father mind bill right write pamela bethel lawyer kramerbook argue robert bittman lawyer starrs office say grand jury need list purchase ms lewinsky order corroborate evidence book exchanging gift look bittman say ms johnson say rule week
NYT19980403.0485,548,chicago out seventh inning friday wrigley field sell crowd rise foot begin cheer eagerly anticipate seventh inning stretch tradition famous park legendary announcer harry caray follow caray death month ago 83 cub fan turn team home opener friday listen widow dutchie sing ball game husband spend 16 year croon delight adore jubilant fan cheer chant harry harry grow louder intensity increase seventh inning montreal chris widger hit routine fly ball chicagos sammy sosa right field sosa drop prolong wait broadcast booth mr caray wait nervously debut nt walk follow batter pitching change half inning finally end assume spot harry caray famous lean booth microphone wave voice lose 39102 fan singe song end balloon release field amazing grace play loudspeaker guide say follow performance great feeling fan love harry amazing day tribute harry caray love game eccentric personality bring fan watch team know lose caricatured face come resemble fun old ball park omnipresent friday face appear patch player sleeve trademark glass wear fan giant poster hang broadcast booth occupy 33 year old grandson chip moment silence game remember people exemplify baseball fan today day look forward long time chip caray say game suppose day grandpa work cub line number celebrity come sing include ernie bank saturday tap comedian jay leno film critic roger ebert singer lou rawl olympic speed skater bonnie blair chicago bear walter payton cub faithful tell harry caray maybe pull string chicago beat expos 6 2 improve record 3 1 18 mph wind blow straight center field steve trachsel cub start pitcher lead national league home run allow year fact trachsel run bat harry happy today say matt wolf travel north carolina wife laura game normally come game year know wild
NYT19980403.0490,1444,ur terry pace staff writer florence ala time daily story distribute ny time news service lr florence ala area early movie house development region modern library legacy establish florence businessman louis rosenbaum enhance quality life generation century draw close rosenbaum family hope transform long treasured possession usonian style family home design world renowned architect frank lloyd wright vital cultural resource generation come want house away restore maintain say mildred rosenbaum live house construction begin 1939 nt fund need restore house d like fully restore turn house museum people fully enjoy plan transfer historic home coordinate son alvin rosenbaum publish author designer regional planner found president national center heritage development house important example american architecture maintain rosenbaum comprehensive book usonia frank lloyd wright design america publish 1993 need save take care available public mildred rosenbaum husband stanley die 1983 young newlywed revolutionary modern architect wright fame notoriety reach international proportion agree design modest new home 601 riverview dr florence book alvin rosenbaum describe wright unique usonian concept place design commingle nature expand idea architecture include civilization utopian ideal integrate spiritual harmony material prosperity seamless unspoiled landscape develop rosenbaum future home wright envision structure prototype daring new approach residential design middle class american rosenbaum house pure example usonian cambridge university scholar architect john sargeant proclaim frank lloyd wright usonian house book publish 1976 incorporate detail improvement combine standard element mature spatially varied interior house own rosenbaum family construction wright quote frank lloyd wright foundation archivist bruce brook pfeiffer call couple ideal client live appropriately beautifully home rare wright design addition house 1945 family son outgrow space today rosenbaum house enjoy distinction wright design structure alabama pre world war ii wright house occupy original owner show house people beginning people ask curiosity mildre rosenbaum recall unlike area see nt imagine blank wall ring bell knock door ask come allow year stanley pass away nt feel 1991 open house draw overwhelming single afternoon crowd 800 people mildre rosenbaum serve live curator tale spinning tour guide offer fascinating firsthand remembrance house family wright past seven year rosenbaum house visit close 5000 tourist represent 48 state 20 foreign country people come rosenbaum house alvin rosenbaum note come wc handy music festival wilson dam fish swim stay overnight spend family vacation shoal thing tremendous economic impact area usually give credit mind family hope propose rosenbaum house museum develop conjunction broad base community partnership focus benefit cultural tourism supporter restoration rosenbaum house accompany development educational cultural outreach program january mildred alvin rosenbaum discuss future house representative florence base frank lloyd wright rosenbaum house foundation local leader business education tourism historic preservation art time alvin rosenbaum engage assemble planning team solicit support project potential funding source country initially ve substantial expression interest good response say think truism national foundation funding source available extent local commitment day public sector support important individual people issue financial involve partnership cooperative relationship organization duplicate effort alvin rosenbaum believe family cherish home celebrate landmark 60th anniversary year develop hub region wide heritage initiative encompass cultural attraction shoal helen kell birthplace tuscumbia renaissance tower florence gospel sing barbecue supper bass fishing tournament define area local color project nt rosenbaum add way sustainable overall plan entire area talk 7 year old phone s 67 house need pristine tell story s life recent return shoal rosenbaum join j jackson walter serve president national trust historic preservation seven year walter rosenbaum insist write book historic preservation practice united state help family organize steering committee campaign save rosenbaum house come predispose proposition house preserve admit walter head waterford foundation historic waterford va town designate national historic landmark ve s interesting actual context way house family fit history area s tva story music industry interesting mix suspect restoration house catalytic effect understanding muscle shoal area present large public personal level alvin rosenbaum want restoration house continue long stand family tradition build character community grandfather louis rosenbaum introduce movie shoal help support institution range church library father stanley rosenbaum retire movie theater business launch fulfilling career professor english literature university north alabama father educator s visit tell book practically hold house rosenbaum observe house college student friend talk idea enjoy intellectual atmosphere participate certain quality house eke people important legacy rosenbaum consider restoration project tribute spirit dedication mother turn 80 year continue conduct public tour house appointment regular basis month alabama bureau tourism travel name mildred rosenbaum 12 alabama unforgettable face honor cite individual positive impression visitor state certainly house mimi thing house alvin rosenbaum admit involve aspect long able involve predict die day hope s long time
NYT19980403.0492,259,stone mountain ga tennis fan intrepid brave severe thunderstorm hope view day 1 round davis cup encounter united state russia wind pocket soggy american flag unfurl umbrella friday afternoon international tennis center official washout declare 430 pm single match postpone saturday team captain refuse start match light guy like acclimate condition hit practice ball night light say tom gullikson captain admit prefer play double saturday follow single scenario russian reject pair french open champion 53rd rank jim courier back andre agassi single sixth rank yevgeny kafelnikov russia nonsecret weapon single double schedule open competition friday american double team todd martin richey reneberg play sunday morning reverse single match pende length double match follow start 2 pm double last 30 game russia demand single move monday russian captain shamil tarpichev indicate kafelnikov face agassi fourth match decision depend score country double play washout united state davis cup play 1986 mexico
